0.2	5	75
0.2	5	76
0.2	5	77
0.2	5	78
0.2	5	79
0.2	5	80
0.2	5	81
0.2	5	82
0.2	5	83
0.2	5	84
0.2	5	85
0.2	5	86
0.2	5	87
0.2	5	88
0.2	5	89
0.2	5	90
0.2	5	91
0.2	5	92
0.2	5	93
0.2	5	94
0.2	5	95
0.2	5	96
0.2	5	97
0.2	5	98
0.2	5	99
0.2	5	100
0.2	5	101
0.2	5	102
0.2	5	103
0.2	5	104
0.2	5	105
0.2	5	106
0.2	5	107
0.2	5	108
0.2	5	109
0.2	5	110
0.2	5	111
0.2	5	112
0.2	5	113
0.2	5	114
0.2	5	115
0.2	5	116
0.2	5	117
0.2	5	118
0.2	5	119
0.2	5	120
0.2	5	121
0.2	5	122
0.2	5	123
0.2	5	124
0.2	5	125
0.2	10	75
0.2	10	76
0.2	10	77
0.2	10	78
0.2	10	79
0.2	10	80
0.2	10	81
0.2	10	82
0.2	10	83
0.2	10	84
0.2	10	85
0.2	10	86
0.2	10	87
0.2	10	88
0.2	10	89
0.2	10	90
0.2	10	91
0.2	10	92
0.2	10	93
0.2	10	94
0.2	10	95
0.2	10	96
0.2	10	97
0.2	10	98
0.2	10	99
0.2	10	100
0.2	10	101
0.2	10	102
0.2	10	103
0.2	10	104
0.2	10	105
0.2	10	106
0.2	10	107
0.2	10	108
0.2	10	109
0.2	10	110
0.2	10	111
0.2	10	112
0.2	10	113
0.2	10	114
0.2	10	115
0.2	10	116
0.2	10	117
0.2	10	118
0.2	10	119
0.2	10	120
0.2	10	121
0.2	10	122
0.2	10	123
0.2	10	124
0.2	10	125
0.2	15	75
0.2	15	76
0.2	15	77
0.2	15	78
0.2	15	79
0.2	15	80
0.2	15	81
0.2	15	82
0.2	15	83
0.2	15	84
0.2	15	85
0.2	15	86
0.2	15	87
0.2	15	88
0.2	15	89
0.2	15	90
0.2	15	91
0.2	15	92
0.2	15	93
0.2	15	94
0.2	15	95
0.2	15	96
0.2	15	97
0.2	15	98
0.2	15	99
0.2	15	100
0.2	15	101
0.2	15	102
0.2	15	103
0.2	15	104
0.2	15	105
0.2	15	106
0.2	15	107
0.2	15	108
0.2	15	109
0.2	15	110
0.2	15	111
0.2	15	112
0.2	15	113
0.2	15	114
0.2	15	115
0.2	15	116
0.2	15	117
0.2	15	118
0.2	15	119
0.2	15	120
0.2	15	121
0.2	15	122
0.2	15	123
0.2	15	124
0.2	15	125
0.4	5	75
0.4	5	76
0.4	5	77
0.4	5	78
0.4	5	79
0.4	5	80
0.4	5	81
0.4	5	82
0.4	5	83
0.4	5	84
0.4	5	85
0.4	5	86
0.4	5	87
0.4	5	88
0.4	5	89
0.4	5	90
0.4	5	91
0.4	5	92
0.4	5	93
0.4	5	94
0.4	5	95
0.4	5	96
0.4	5	97
0.4	5	98
0.4	5	99
0.4	5	100
0.4	5	101
0.4	5	102
0.4	5	103
0.4	5	104
0.4	5	105
0.4	5	106
0.4	5	107
0.4	5	108
0.4	5	109
0.4	5	110
0.4	5	111
0.4	5	112
0.4	5	113
0.4	5	114
0.4	5	115
0.4	5	116
0.4	5	117
0.4	5	118
0.4	5	119
0.4	5	120
0.4	5	121
0.4	5	122
0.4	5	123
0.4	5	124
0.4	5	125
0.4	10	75
0.4	10	76
0.4	10	77
0.4	10	78
0.4	10	79
0.4	10	80
0.4	10	81
0.4	10	82
0.4	10	83
0.4	10	84
0.4	10	85
0.4	10	86
0.4	10	87
0.4	10	88
0.4	10	89
0.4	10	90
0.4	10	91
0.4	10	92
0.4	10	93
0.4	10	94
0.4	10	95
0.4	10	96
0.4	10	97
0.4	10	98
0.4	10	99
0.4	10	100
0.4	10	101
0.4	10	102
0.4	10	103
0.4	10	104
0.4	10	105
0.4	10	106
0.4	10	107
0.4	10	108
0.4	10	109
0.4	10	110
0.4	10	111
0.4	10	112
0.4	10	113
0.4	10	114
0.4	10	115
0.4	10	116
0.4	10	117
0.4	10	118
0.4	10	119
0.4	10	120
0.4	10	121
0.4	10	122
0.4	10	123
0.4	10	124
0.4	10	125
0.4	15	75
0.4	15	76
0.4	15	77
0.4	15	78
0.4	15	79
0.4	15	80
0.4	15	81
0.4	15	82
0.4	15	83
0.4	15	84
0.4	15	85
0.4	15	86
0.4	15	87
0.4	15	88
0.4	15	89
0.4	15	90
0.4	15	91
0.4	15	92
0.4	15	93
0.4	15	94
0.4	15	95
0.4	15	96
0.4	15	97
0.4	15	98
0.4	15	99
0.4	15	100
0.4	15	101
0.4	15	102
0.4	15	103
0.4	15	104
0.4	15	105
0.4	15	106
0.4	15	107
0.4	15	108
0.4	15	109
0.4	15	110
0.4	15	111
0.4	15	112
0.4	15	113
0.4	15	114
0.4	15	115
0.4	15	116
0.4	15	117
0.4	15	118
0.4	15	119
0.4	15	120
0.4	15	121
0.4	15	122
0.4	15	123
0.4	15	124
0.4	15	125
0.6	5	75
0.6	5	76
0.6	5	77
0.6	5	78
0.6	5	79
0.6	5	80
0.6	5	81
0.6	5	82
0.6	5	83
0.6	5	84
0.6	5	85
0.6	5	86
0.6	5	87
0.6	5	88
0.6	5	89
0.6	5	90
0.6	5	91
0.6	5	92
0.6	5	93
0.6	5	94
0.6	5	95
0.6	5	96
0.6	5	97
0.6	5	98
0.6	5	99
0.6	5	100
0.6	5	101
0.6	5	102
0.6	5	103
0.6	5	104
0.6	5	105
0.6	5	106
0.6	5	107
0.6	5	108
0.6	5	109
0.6	5	110
0.6	5	111
0.6	5	112
0.6	5	113
0.6	5	114
0.6	5	115
0.6	5	116
0.6	5	117
0.6	5	118
0.6	5	119
0.6	5	120
0.6	5	121
0.6	5	122
0.6	5	123
0.6	5	124
0.6	5	125
0.6	10	75
0.6	10	76
0.6	10	77
0.6	10	78
0.6	10	79
0.6	10	80
0.6	10	81
0.6	10	82
0.6	10	83
0.6	10	84
0.6	10	85
0.6	10	86
0.6	10	87
0.6	10	88
0.6	10	89
0.6	10	90
0.6	10	91
0.6	10	92
0.6	10	93
0.6	10	94
0.6	10	95
0.6	10	96
0.6	10	97
0.6	10	98
0.6	10	99
0.6	10	100
0.6	10	101
0.6	10	102
0.6	10	103
0.6	10	104
0.6	10	105
0.6	10	106
0.6	10	107
0.6	10	108
0.6	10	109
0.6	10	110
0.6	10	111
0.6	10	112
0.6	10	113
0.6	10	114
0.6	10	115
0.6	10	116
0.6	10	117
0.6	10	118
0.6	10	119
0.6	10	120
0.6	10	121
0.6	10	122
0.6	10	123
0.6	10	124
0.6	10	125
0.6	15	75
0.6	15	76
0.6	15	77
0.6	15	78
0.6	15	79
0.6	15	80
0.6	15	81
0.6	15	82
0.6	15	83
0.6	15	84
0.6	15	85
0.6	15	86
0.6	15	87
0.6	15	88
0.6	15	89
0.6	15	90
0.6	15	91
0.6	15	92
0.6	15	93
0.6	15	94
0.6	15	95
0.6	15	96
0.6	15	97
0.6	15	98
0.6	15	99
0.6	15	100
0.6	15	101
0.6	15	102
0.6	15	103
0.6	15	104
0.6	15	105
0.6	15	106
0.6	15	107
0.6	15	108
0.6	15	109
0.6	15	110
0.6	15	111
0.6	15	112
0.6	15	113
0.6	15	114
0.6	15	115
0.6	15	116
0.6	15	117
0.6	15	118
0.6	15	119
0.6	15	120
0.6	15	121
0.6	15	122
0.6	15	123
0.6	15	124
0.6	15	125
0.8	5	75
0.8	5	76
0.8	5	77
0.8	5	78
0.8	5	79
0.8	5	80
0.8	5	81
0.8	5	82
0.8	5	83
0.8	5	84
0.8	5	85
0.8	5	86
0.8	5	87
0.8	5	88
0.8	5	89
0.8	5	90
0.8	5	91
0.8	5	92
0.8	5	93
0.8	5	94
0.8	5	95
0.8	5	96
0.8	5	97
0.8	5	98
0.8	5	99
0.8	5	100
0.8	5	101
0.8	5	102
0.8	5	103
0.8	5	104
0.8	5	105
0.8	5	106
0.8	5	107
0.8	5	108
0.8	5	109
0.8	5	110
0.8	5	111
0.8	5	112
0.8	5	113
0.8	5	114
0.8	5	115
0.8	5	116
0.8	5	117
0.8	5	118
0.8	5	119
0.8	5	120
0.8	5	121
0.8	5	122
0.8	5	123
0.8	5	124
0.8	5	125
0.8	10	75
0.8	10	76
0.8	10	77
0.8	10	78
0.8	10	79
0.8	10	80
0.8	10	81
0.8	10	82
0.8	10	83
0.8	10	84
0.8	10	85
0.8	10	86
0.8	10	87
0.8	10	88
0.8	10	89
0.8	10	90
0.8	10	91
0.8	10	92
0.8	10	93
0.8	10	94
0.8	10	95
0.8	10	96
0.8	10	97
0.8	10	98
0.8	10	99
0.8	10	100
0.8	10	101
0.8	10	102
0.8	10	103
0.8	10	104
0.8	10	105
0.8	10	106
0.8	10	107
0.8	10	108
0.8	10	109
0.8	10	110
0.8	10	111
0.8	10	112
0.8	10	113
0.8	10	114
0.8	10	115
0.8	10	116
0.8	10	117
0.8	10	118
0.8	10	119
0.8	10	120
0.8	10	121
0.8	10	122
0.8	10	123
0.8	10	124
0.8	10	125
0.8	15	75
0.8	15	76
0.8	15	77
0.8	15	78
0.8	15	79
0.8	15	80
0.8	15	81
0.8	15	82
0.8	15	83
0.8	15	84
0.8	15	85
0.8	15	86
0.8	15	87
0.8	15	88
0.8	15	89
0.8	15	90
0.8	15	91
0.8	15	92
0.8	15	93
0.8	15	94
0.8	15	95
0.8	15	96
0.8	15	97
0.8	15	98
0.8	15	99
0.8	15	100
0.8	15	101
0.8	15	102
0.8	15	103
0.8	15	104
0.8	15	105
0.8	15	106
0.8	15	107
0.8	15	108
0.8	15	109
0.8	15	110
0.8	15	111
0.8	15	112
0.8	15	113
0.8	15	114
0.8	15	115
0.8	15	116
0.8	15	117
0.8	15	118
0.8	15	119
0.8	15	120
0.8	15	121
0.8	15	122
0.8	15	123
0.8	15	124
0.8	15	125
1	5	75
1	5	76
1	5	77
1	5	78
1	5	79
1	5	80
1	5	81
1	5	82
1	5	83
1	5	84
1	5	85
1	5	86
1	5	87
1	5	88
1	5	89
1	5	90
1	5	91
1	5	92
1	5	93
1	5	94
1	5	95
1	5	96
1	5	97
1	5	98
1	5	99
1	5	100
1	5	101
1	5	102
1	5	103
1	5	104
1	5	105
1	5	106
1	5	107
1	5	108
1	5	109
1	5	110
1	5	111
1	5	112
1	5	113
1	5	114
1	5	115
1	5	116
1	5	117
1	5	118
1	5	119
1	5	120
1	5	121
1	5	122
1	5	123
1	5	124
1	5	125
1	10	75
1	10	76
1	10	77
1	10	78
1	10	79
1	10	80
1	10	81
1	10	82
1	10	83
1	10	84
1	10	85
1	10	86
1	10	87
1	10	88
1	10	89
1	10	90
1	10	91
1	10	92
1	10	93
1	10	94
1	10	95
1	10	96
1	10	97
1	10	98
1	10	99
1	10	100
1	10	101
1	10	102
1	10	103
1	10	104
1	10	105
1	10	106
1	10	107
1	10	108
1	10	109
1	10	110
1	10	111
1	10	112
1	10	113
1	10	114
1	10	115
1	10	116
1	10	117
1	10	118
1	10	119
1	10	120
1	10	121
1	10	122
1	10	123
1	10	124
1	10	125
1	15	75
1	15	76
1	15	77
1	15	78
1	15	79
1	15	80
1	15	81
1	15	82
1	15	83
1	15	84
1	15	85
1	15	86
1	15	87
1	15	88
1	15	89
1	15	90
1	15	91
1	15	92
1	15	93
1	15	94
1	15	95
1	15	96
1	15	97
1	15	98
1	15	99
1	15	100
1	15	101
1	15	102
1	15	103
1	15	104
1	15	105
1	15	106
1	15	107
1	15	108
1	15	109
1	15	110
1	15	111
1	15	112
1	15	113
1	15	114
1	15	115
1	15	116
1	15	117
1	15	118
1	15	119
1	15	120
1	15	121
1	15	122
1	15	123
